,diposting_oleh,sedang_pembangunan,disetujui_pemerintah,total_ruangan,tipe_a_atau_b,kaki_persegi,siap_pindah,dijual_kembali,alamat,longitude,latitude,harga,harga_per_kaki_persegi,harga_per_ruang
16662,Dealer,0,0,1,selain tipe_a dan tipe_b,638.8888889,1,1,"Alikia,Puri",85.85101800000001,19.833966,23.0,0.035999999999373915,23.0
16663,Dealer,0,0,2,tipe_b,800.0,1,1,,72.8675,19.2836,80.0,0.1,40.0
16664,Owner,1,1,2,tipe_b,1005.025126,1,1,"Wagholi,Pune",73.983,18.5823,50.0,0.0497499999815925,25.0
16665,Owner,0,1,3,tipe_a,1555.048725,1,1,"Nallurhalli,Bangalore",77.59796,12.96991,75.0,0.048229999995659294,25.0
16666,Dealer,0,1,2,tipe_b,960.0495509,1,1,"Wakad,Pune",73.7625,18.5993,62.0,0.06458000000299777,31.0
16667,Dealer,0,0,2,tipe_b,1684.2680260000002,1,1,"Hadosiddapura,Bangalore",77.704355,12.89412,92.5,0.054920000007172246,46.25
16668,Owner,0,0,2,tipe_b,850.2772643,1,1,"Revenue Layout,Visakhapatnam",75.894216,14.461706,23.0,0.02705000000080562,11.5
16671,Owner,1,0,2,tipe_b,1262.201279,0,1,"Gopali Chowk,Arrah",84.67111,25.56306,75.0,0.05942000000144192,37.5
16672,Dealer,0,1,3,tipe_a,1176.470588,1,1,"Zirakpur,Chandigarh",76.822397,30.662283,52.9,0.044965000008993006,17.633333333333333
16677,Dealer,0,1,1,selain tipe_a dan tipe_b,640.060241,1,1,"Keshav Nagar,Pune",77.32633,27.16726,42.5,0.06639999999625035,42.5
16678,Owner,0,0,2,tipe_b,899.58159,1,1,"Rood Mahal 200ft Bypass,Jaipur",75.859658,26.816817,21.5,0.023899999998888373,10.75
16679,Owner,0,0,3,tipe_a,1474.13562,1,1,"Korattur,Chennai",77.32633,13.114624,110.0,0.07462000002414974,36.666666666666664
16680,Dealer,1,0,2,tipe_b,1090.1162789999998,0,1,"AB Road indore,Indore",77.32633,22.72056,30.0,0.027520000001761285,15.0
16682,Dealer,0,0,3,tipe_a,859.0308369999999,0,1,"Chingrighata,Kolkata",77.32633,22.54111,78.0,0.09080000000046565,26.0
16684,Dealer,0,0,2,tipe_b,656.0,1,1,"Dhayari,Pune",73.815337,18.430375,41.0,0.0625,20.5
16685,Owner,0,0,2,tipe_b,1087.138317,1,1,"Budigere,Bangalore",77.749756,13.141581,65.0,0.059790000024440314,32.5
16687,Owner,0,0,2,tipe_b,1250.0,1,1,"Thalambur,Chennai",80.216826,12.852171,55.0,0.044,27.5
16688,Dealer,0,0,2,tipe_b,1189.282627,1,1,"Ramamurthy Nagar,Bangalore",77.662077,13.013312,68.8,0.05785000002358564,34.4
16689,Dealer,0,0,2,tipe_b,1258.695652,1,1,"Vijayanagar,Bangalore",77.59796,12.96991,57.9,0.04600000000635578,28.95
16690,Owner,0,0,2,tipe_b,845.2535761,1,1,"Pennalur,Chennai",79.9811,12.9799,26.0,0.030759999999010947,13.0
16691,Builder,1,1,2,tipe_b,997.168921,0,0,"Nanawadi,Belgaum",74.493486,15.84115,31.7,0.03179000000141401,15.85
16692,Dealer,0,0,3,tipe_a,1500.110302,1,1,"Vaishali Nagar,Jaipur",75.750399,26.91868,68.0,0.04533000000689282,22.666666666666668
16693,Builder,1,1,3,tipe_a,1360.0,0,0,,77.6485,13.0306,54.4,0.04,18.133333333333333
16694,Dealer,0,1,1,selain tipe_a dan tipe_b,649.8700259999999,1,1,"Nalasopara East,Lalitpur",78.41889,24.69028,32.5,0.05000999999959992,32.5
16695,Dealer,1,1,3,tipe_a,1306.6771199999998,0,1,"Baner,Pune",77.32633,18.558319,100.0,0.07653000000489793,33.333333333333336
16696,Dealer,0,0,4,selain tipe_a dan tipe_b,2030.685921,1,1,"Engineers Enclave,Dehradun",77.32633,30.33,90.0,0.04431999999078144,22.5
16698,Dealer,0,0,3,tipe_a,1448.37575,1,1,"Sector 21 Kharghar,Mumbai",73.067595,19.049822,140.0,0.09666000000345215,46.666666666666664
16699,Owner,0,0,4,selain tipe_a dan tipe_b,2073.588135,1,1,"Madhurawada,Visakhapatnam",83.35818,17.815234,72.7,0.03505999999368245,18.175
16700,Owner,0,1,3,tipe_a,1684.4833170000002,1,1,"Bhopura,Ghaziabad",77.335746,28.698133,52.0,0.03087000000249928,17.333333333333332
16701,Dealer,0,0,4,selain tipe_a dan tipe_b,1176.470588,1,1,"Sector-49 Chandigarh,Chandigarh",76.750614,30.692243,120.0,0.10200000002040001,30.0
16702,Dealer,0,0,3,tipe_a,1569.574404,1,1,"Kulshekar,Mangalore",74.88056,12.87028,52.0,0.03312999999712024,17.333333333333332
16703,Dealer,0,0,2,tipe_b,1100.16044,1,1,"Vijaya Bank Layout,Bangalore",77.32633,12.892154,48.0,0.04363000000254508,24.0
16704,Dealer,0,0,3,tipe_a,1620.029455,1,1,"JP Nagar,Bangalore",77.32633,12.905368,110.0,0.067900000003395,36.666666666666664
16705,Owner,0,0,2,tipe_b,1008.928571,1,1,"TC Palaya,Bangalore",4.42145,50.817397,45.2,0.04480000001903009,22.6
16706,Owner,0,0,2,tipe_b,1200.0,1,1,,70.090886,22.476802,21.0,0.0175,10.5
16707,Dealer,0,0,3,tipe_a,1122.2256960000002,1,1,"Rajarhat,Kolkata",88.33778000000001,22.54111,35.9,0.03198999998659805,11.966666666666667
16708,Owner,0,0,2,tipe_b,1100.0,1,1,"Sector-38 Chandigarh,Chandigarh",76.743942,30.741981,110.0,0.1,55.0
16709,Dealer,0,1,3,tipe_a,1345.072145,1,1,"Yeshwanthpur,Bangalore",77.59796,12.96991,110.0,0.08177999998654346,36.666666666666664
16710,Owner,0,0,3,tipe_a,1823.281907,1,0,"Nalwadi,Wardha",78.624557,20.751625,39.0,0.021390000005084238,13.0
16711,Dealer,0,0,2,tipe_b,1910.201913,1,1,"Zirakpur,Chandigarh",76.822397,30.662283,71.9,0.03763999999721496,35.95
16712,Dealer,1,1,1,selain tipe_a dan tipe_b,415.379334,0,1,"Ambernath East,Mumbai",72.82,18.96,24.2,0.05826000000279263,24.2
16713,Owner,0,0,3,tipe_a,1350.318471,1,1,"Purani Chungi,Jaipur",77.556772,29.97564,53.0,0.0392500000098125,17.666666666666668
16714,Dealer,0,1,4,selain tipe_a dan tipe_b,2204.120747,1,1,"Thanisandra,Bangalore",77.622157,13.055985,230.0,0.10435000002293432,57.5
16715,Dealer,0,1,2,tipe_b,1176.470588,1,1,"Mahadevpura,Bangalore",77.61585699999999,12.934997,95.0,0.08075000001615,47.5
16716,Dealer,0,0,3,tipe_a,1559.282142,1,1,"Dagapur,Siliguri",88.395904,26.741803000000004,53.0,0.03398999999578011,17.666666666666668
16717,Dealer,0,0,3,tipe_a,1850.270424,1,1,"Sector-20 Panchkula,Panchkula",76.8625,30.6665,65.0,0.035130000002637454,21.666666666666668
16718,Owner,0,0,2,tipe_b,1176.470588,1,1,"Thalambur,Chennai",80.216826,12.852171,54.0,0.04590000000918,27.0
16719,Dealer,0,1,2,tipe_b,1174.875734,1,1,"Manpada,Mumbai",72.962722,19.239813,130.0,0.11065000002800296,65.0
16720,Dealer,0,0,2,tipe_b,1268.230818,1,1,"Sannatammanahalli,Bangalore",77.756825,13.048081,60.0,0.04731000000033117,30.0
16722,Dealer,0,1,3,tipe_a,1990.44586,1,1,"Sector-85 Mohali,Mohali",76.70610699999999,30.66486,75.0,0.037679999997588476,25.0
16723,Dealer,0,0,2,tipe_b,850.0991782,1,1,"New Town,Kolkata",88.484911,22.5922,30.0,0.03529000000155511,15.0
16724,Dealer,0,0,1,selain tipe_a dan tipe_b,650.0072223,1,1,"Sector-18 Ulwe,Mumbai",73.02510600000001,18.973908,45.0,0.06923000000026308,45.0
16725,Owner,0,0,2,tipe_b,649.8283472,1,1,"Nizampura,Vadodara",73.176639,22.328394,26.5,0.04078000000182202,13.25
16726,Dealer,0,1,3,tipe_a,1773.0496449999998,1,1,"NIBM,Pune",73.89000899999999,18.475864,110.0,0.06204000001364881,36.666666666666664
16728,Dealer,0,0,3,tipe_a,1554.550594,1,1,"Sector 39 Faridabad,Faridabad",77.291147,28.478619,110.0,0.0707599999797755,36.666666666666664
16729,Owner,0,0,1,selain tipe_a dan tipe_b,539.9568035,1,1,"Datta nagar kiwale,Pune",73.800326,18.649739,30.0,0.05555999999544408,30.0
16730,Owner,0,1,2,tipe_b,1176.470588,1,1,"Sector-115 Mohali,Mohali",77.32633,30.712867,45.0,0.038250000007650005,22.5
16733,Owner,0,0,2,tipe_b,1030.126336,1,1,"Tripunithura,Kochi",77.32633,9.952439,53.0,0.05145000001242566,26.5
16735,Owner,0,0,3,tipe_a,1365.103003,1,1,"Shankar Nagar,Amravati",77.32633,21.158795,55.0,0.04029000000668814,18.333333333333332
16736,Dealer,0,0,3,tipe_a,1456.953642,1,1,"Kanakpura Road,Bangalore",77.5724,12.896796,110.0,0.07550000001990455,36.666666666666664
16737,Dealer,0,0,2,tipe_b,1000.0,1,1,"Bijoygarh,Kolkata",88.33778000000001,22.54111,30.0,0.03,15.0
16738,Owner,0,1,1,selain tipe_a dan tipe_b,538.1165919,1,1,"Shikrapur,Pune",74.13806,18.69361,18.0,0.033450000001756124,18.0
16739,Owner,1,1,2,tipe_b,1209.677419,0,1,"Bhimrad,Surat",72.804292,21.12359,42.0,0.03472000001018453,21.0
16740,Owner,0,0,2,tipe_b,1176.470588,1,1,"Mahadevpura,Bangalore",77.32633,12.934997,81.5,0.069275000013855,40.75
16741,Dealer,0,0,3,tipe_a,1896.733404,1,1,"Akshaya Nagar,Bangalore",77.59796,12.96991,90.0,0.047449999989560995,30.0
16743,Dealer,0,1,2,tipe_b,1095.311299,1,1,"Raj Nagar Extension,Ghaziabad",77.32633,26.900926,28.5,0.02602000000001826,14.25
16744,Dealer,1,0,2,tipe_b,800.0,0,1,"Vengaivasal,Chennai",80.169,12.89911,30.0,0.0375,15.0
16745,Owner,0,0,3,tipe_a,1385.041551,1,1,,77.590438,12.858535,50.0,0.0361000000064258,16.666666666666668
16746,Owner,0,1,3,tipe_a,1176.470588,1,1,"Bapuji Nagar,Bhubaneswar",77.32633,20.260071,92.5,0.078625000015725,30.833333333333332
16747,Dealer,0,0,2,tipe_b,1100.110011,1,1,"Takka Colony,Maharashtra",74.569131,18.150834,100.0,0.09090000000009091,50.0
16748,Dealer,1,1,1,selain tipe_a dan tipe_b,690.0212313999999,0,1,"Ghodbunder Road,Lalitpur",78.41889,24.69028,65.0,0.09420000000307238,65.0
16749,Dealer,1,1,1,selain tipe_a dan tipe_b,650.0436596,0,1,"Bhandup (West),Maharashtra",77.32633,19.147866,67.0,0.10307000000773488,67.0
16750,Dealer,0,0,3,tipe_a,1550.120565,1,1,"Sector-105 Mohali,Mohali",76.681686,30.658839,45.0,0.029029999998742034,15.0
16753,Dealer,0,0,2,tipe_b,975.0390016,1,1,"Ulwe,Mumbai",73.02510600000001,18.973908,75.0,0.07691999999684936,37.5
16754,Dealer,0,0,3,tipe_a,1364.522417,1,1,"Chitrakoot,Jaipur",75.86667,26.91667,35.0,0.025650000002894788,11.666666666666666
16755,Owner,0,0,2,tipe_b,850.1594049,1,1,"Model Town,Bhilai",75.84425300000001,30.885469,16.0,0.018819999999743577,8.0
16756,Owner,0,0,2,tipe_b,1300.0,1,1,"Makarpura,Vadodara",73.200301,22.24124,26.0,0.02,13.0
16757,Owner,0,0,3,tipe_a,1075.0,1,1,"Yelahanka,Bangalore",77.59833,13.11389,43.0,0.04,14.333333333333334
16758,Owner,0,0,3,tipe_a,1252.191335,1,1,"Sarrajugari Veedhi,Bhimavaram",81.5333,16.5333,50.0,0.03992999999476917,16.666666666666668
16759,Owner,0,0,3,tipe_a,1585.014409,1,1,"Lowadih,Ranchi",85.765283,23.196253,66.0,0.041640000005829604,22.0
16760,Dealer,0,1,3,tipe_a,2044.006252,1,1,"Konanakunte,Bangalore",77.5638,12.8855,170.0,0.08317000001035223,56.666666666666664
16761,Dealer,0,0,3,tipe_a,1850.103832,1,1,"Race Course,Dehradun",78.044472,30.313141,98.0,0.052970000010248076,32.666666666666664
16762,Dealer,0,0,3,tipe_a,1675.041876,1,1,"Kharghar,Mumbai",73.06612,19.038205,170.0,0.10149000000284172,56.666666666666664
16763,Dealer,1,1,2,tipe_b,1002.460585,0,1,"Panch Pakhadi,Mumbai",72.83333,18.96667,110.0,0.10973000000793048,55.0
16764,Dealer,0,0,2,tipe_b,730.0792657000001,1,1,"Action Area I,Kolkata",77.32633,22.54111,35.0,0.04794000000320787,17.5
16767,Dealer,1,1,3,tipe_a,1571.428571,0,0,"Bellandur,Bangalore",77.6765,12.9255,110.0,0.07000000001909092,36.666666666666664
16768,Owner,0,0,3,tipe_a,1314.405889,1,1,,73.84778,18.52361,100.0,0.07607999997328072,33.333333333333336
16769,Owner,0,0,2,tipe_b,914.9891865,1,1,,73.80894,15.591970000000002,55.0,0.060109999999437155,27.5
16771,Dealer,0,1,2,tipe_b,1227.0748119999998,1,1,"Balewadi,Pune",74.735239,18.097689000000003,93.0,0.07578999999879389,46.5
16773,Dealer,0,0,3,tipe_a,1389.205192,1,1,"Patturaickal,Thrissur",76.21,10.52,61.0,0.043910000013878445,20.333333333333332
16775,Owner,0,0,3,tipe_a,1560.062402,1,1,"Saguna More,Patna",85.14139,25.61,90.0,0.05769000001834542,30.0
16776,Dealer,0,0,3,tipe_a,1350.21097,1,1,"Sector-50 Noida,Noida",77.3679,28.5679,80.0,0.059250000020367184,26.666666666666668
16781,Owner,0,0,2,tipe_b,1050.199538,1,1,"Channasandra,Bangalore",77.32633,12.90489,50.0,0.0476099999960198,25.0
16782,Dealer,1,1,2,tipe_b,478.217326,0,1,"Sector 85 Faridabad,Faridabad",77.355951,28.406152,19.1,0.03993999999907992,9.55
16783,Owner,0,0,2,tipe_b,950.269243,1,1,"Indirapuram,Ghaziabad",77.36315,28.63676,30.0,0.03156999999841098,15.0
16784,Dealer,0,1,3,tipe_a,1883.959044,1,1,"Zirakpur,Chandigarh",76.822397,30.662283,82.8,0.04395000000859891,27.599999999999998
16788,Dealer,0,0,2,tipe_b,920.0690052,1,1,"Taloja Panchanand,Mumbai",72.83333,18.96667,48.0,0.05216999999860445,24.0
16789,Dealer,0,0,3,tipe_a,1266.222378,1,1,"Sector 77 Faridabad,Faridabad",77.37273,28.368269,36.1,0.028510000002543,12.033333333333333
16790,Dealer,0,1,2,tipe_b,1206.155552,1,1,"Ghodbunder Road,Mumbai",77.32633,28.743724,87.0,0.07213000002838772,43.5
16791,Dealer,1,1,1,selain tipe_a dan tipe_b,762.0164127,0,1,"Kharghar,Mumbai",73.06612,19.038205,65.0,0.08529999999565625,65.0
16793,Owner,0,0,1,selain tipe_a dan tipe_b,425.170068,1,1,"Gunjan,Vapi",72.91401,20.390456,10.0,0.023520000001505278,10.0
16795,Owner,0,0,2,tipe_b,251.984377,1,1,"Sanjay Nagar,Ghaziabad",77.32633,28.695519,20.0,0.07936999999011844,10.0
16796,Dealer,0,0,2,tipe_b,1481.2986050000002,1,1,"Kalena Agrahara,Bangalore",77.32633,12.865219,120.0,0.08101000000604199,60.0
16797,Owner,0,0,3,tipe_a,1567.225735,1,1,"Sector 86 Faridabad,Faridabad",77.32633,28.406388,57.0,0.03637000001151717,19.0
16800,Owner,0,0,2,tipe_b,1190.121988,1,1,"Sholinganallur,Chennai",80.22791,12.90015,80.0,0.06721999997196926,40.0
16801,Dealer,1,1,3,tipe_a,1411.940299,0,1,"Wathoda,Maharashtra",78.842789,21.279707,47.3,0.03349999998831395,15.766666666666666
16802,Dealer,1,1,2,tipe_b,1242.887092,0,1,"Hinjewadi,Pune",73.7413,18.5853,83.0,0.06677999999697479,41.5
16803,Owner,0,0,2,tipe_b,740.0194742000001,1,1,"Maharani Peta,Visakhapatnam",83.25,17.7,38.0,0.05134999999977027,19.0
16804,Owner,0,0,3,tipe_a,1400.0,1,1,"Gunadala,Vijayawada",80.65431099999999,16.515342999999998,70.0,0.05,23.333333333333332
16807,Dealer,0,0,3,tipe_a,1176.470588,1,1,"Ajmer Road,Jaipur",75.828002,26.928785,37.6,0.031960000006392,12.533333333333333
16808,Dealer,0,0,2,tipe_b,850.3401361,1,1,"Mansarovar,Jaipur",77.32633,26.8626,20.0,0.023519999998739327,10.0
16810,Owner,0,0,3,tipe_a,1919.608348,1,1,"Varachha,Surat",72.862113,21.218626,74.5,0.03881000000735567,24.833333333333332
16811,Owner,0,0,2,tipe_b,976.159189,1,1,"RMV Extension,Bangalore",-85.7661219,40.99482329999999,52.0,0.05327000000201811,26.0
16812,Owner,0,0,2,tipe_b,1383.801384,1,1,"Banashankari,Bangalore",77.59796,12.96991,68.0,0.049139999992946964,34.0
16813,Owner,0,1,2,tipe_b,1033.057851,1,1,"Yelahanka,Bangalore",77.59833,13.11389,65.0,0.06292000001459744,32.5
16814,Owner,0,0,3,tipe_a,1523.065193,1,1,"Ahinsa Khand 2,Ghaziabad",76.8972,28.9196,79.9,0.05245999998373019,26.633333333333336
16815,Dealer,1,0,3,tipe_a,1677.070716,0,1,,88.402473,22.491565,180.0,0.10733000003083949,60.0
16817,Owner,0,0,3,tipe_a,1740.020471,1,1,"Althan Canel Road,Surat",72.81002,21.151992,85.0,0.048849999995201204,28.333333333333332
16818,Dealer,0,0,3,tipe_a,1900.029231,1,1,"Sahastradhara,Dehradun",78.123734,30.382066,65.0,0.034210000003942045,21.666666666666668
16819,Owner,0,0,2,tipe_b,938.0329733,1,1,"Sunny Enclave,Mohali",77.32633,30.664299,33.0,0.03517999999926016,16.5
16820,Dealer,1,1,3,tipe_a,1214.329083,0,0,"Balkum,Mumbai",72.988231,19.222101,140.0,0.11529000001723584,46.666666666666664
16821,Dealer,0,1,2,tipe_b,1150.103214,1,1,"Balewadi,Pune",74.735239,18.097689000000003,78.0,0.0678200000230588,39.0
16822,Dealer,0,0,3,tipe_a,1380.150193,1,1,"Unnichira,Kochi",76.271273,9.930471,68.0,0.049269999993399274,22.666666666666668
16824,Dealer,1,0,3,tipe_a,1425.178147,0,1,"Mithilapuri Colony,Visakhapatnam",83.25,17.7,54.0,0.037890000007135945,18.0
16825,Dealer,1,1,2,tipe_b,1005.180546,1,1,"Mulund (West),Mumbai",72.9522,19.1759,130.0,0.12932999998589306,65.0
16827,Owner,0,0,1,selain tipe_a dan tipe_b,651.0003176,1,1,"Madhuban Bapudham,Ghaziabad",77.48760300000001,28.707966,20.5,0.031489999998119814,20.5
16828,Owner,0,0,2,tipe_b,1099.807534,1,1,"Kothewada,Nagpur",79.007475,21.022122,40.0,0.03636999998947089,20.0
16830,Dealer,0,0,2,tipe_b,973.3333332999998,1,1,"Chandra Layout,Bangalore",77.523237,12.960634,43.8,0.0450000000015411,21.9
16832,Dealer,1,1,2,tipe_b,800.0719166,0,1,"Naigaon (East),Lalitpur",72.864824,19.35269,44.5,0.05561999999838514,22.25
16833,Owner,0,0,1,selain tipe_a dan tipe_b,700.2188183999999,1,1,"Dabhoi,Vadodara",73.41756,22.12947,16.0,0.022849999999371626,16.0
16834,Owner,0,0,1,selain tipe_a dan tipe_b,1176.470588,1,1,"VOC Nagar Pammal,Chennai",80.13472,12.975,17.0,0.014450000002890002,17.0
16835,Owner,0,0,3,tipe_a,1399.847289,1,1,"Daspalla Hills,Visakhapatnam",83.315212,17.717329,110.0,0.07858000002170236,36.666666666666664
16836,Dealer,0,0,2,tipe_b,973.9959993999998,1,1,,80.15586,13.03478,63.3,0.06498999999896715,31.65
16838,Builder,1,1,1,selain tipe_a dan tipe_b,418.5185185,0,0,"Rahata,Shirdi",74.48,19.77,11.3,0.02700000000119469,11.3
16839,Dealer,1,1,4,selain tipe_a dan tipe_b,1978.379142,0,0,"Kharghar,Maharashtra",73.06612,19.038205,280.0,0.1415300000165489,70.0
16840,Owner,0,0,3,tipe_a,1355.01355,1,1,"Talegaon Dabhade,Pune",73.68,18.72,70.0,0.051660000005166004,23.333333333333332
16841,Builder,0,1,3,tipe_a,1386.535203,0,0,"Panvel,Mumbai",73.148278,18.966114,180.0,0.12981999996144347,60.0
16842,Dealer,0,1,2,tipe_b,710.0031556,1,1,"Hinjewadi,Pune",73.7413,18.5853,45.0,0.06337999999728451,22.5
16843,Owner,0,0,2,tipe_b,600.0857265,1,1,"Sidedahalli,Bangalore",77.49814,13.069025,14.0,0.023330000001258153,7.0
16844,Owner,0,0,3,tipe_a,1230.186894,1,1,"Pragathi Nagar,Bangalore",78.10801500000001,18.669125,52.0,0.04226999999237514,17.333333333333332
16846,Dealer,0,0,3,tipe_a,1951.337027,1,1,"Niranjanpur,Dehradun",78.015,30.3018,81.0,0.04151000000473009,27.0
16847,Dealer,1,1,2,tipe_b,597.6992331,0,0,"Kasar vadavali,Lalitpur",77.32633,24.6902,71.7,0.11995999999552283,35.85
16848,Owner,0,0,2,tipe_b,1200.192031,1,1,"Sector-70 Noida,Noida",77.38143000000001,28.59632,50.0,0.04165999999045153,25.0
16849,Dealer,0,1,3,tipe_a,1415.173338,1,1,"Electronic City Phase II,Bangalore",77.6727,12.8458,84.5,0.059709999991534604,28.166666666666668
16850,Dealer,0,0,3,tipe_a,1176.470588,1,1,"Niranjanpur,Indore",75.84722,22.72056,46.5,0.039525000007905,15.5
16851,Owner,0,0,2,tipe_b,668.0838142000001,1,1,"Sector-28 Pratap Nagar,Jaipur",75.83865899999999,26.807408,22.0,0.032929999997596104,11.0
16852,Dealer,0,0,2,tipe_b,950.0662837,1,1,"Sector-82 Noida,Noida",77.389374,28.527597,43.0,0.04525999999972423,21.5
16854,Owner,0,0,2,tipe_b,900.0473708999999,1,1,"Greater Mohali,Mohali",77.0,21.0,19.0,0.021110000000334427,9.5
16855,Dealer,0,0,3,tipe_a,1936.278824,1,1,"Action Area II,Kolkata",88.33778000000001,22.54111,110.0,0.05681000000442085,36.666666666666664
16856,Dealer,1,1,3,tipe_a,1655.8119,0,1,"Sector-108 Gurgaon,Gurgaon",76.983292,28.514348,150.0,0.0905899999873174,50.0
16857,Dealer,0,1,2,tipe_b,1345.00427,1,1,"Sector-66A Mohali,Mohali",76.746082,30.661104,63.0,0.04683999999494426,31.5
16859,Owner,0,0,1,selain tipe_a dan tipe_b,595.0019833,1,1,"Ujjain Road,Indore",75.991213,22.646609,15.0,0.02521000000169243,15.0
16863,Dealer,1,1,2,tipe_b,1102.362205,0,1,"Sholinganallur,Chennai",80.22791,12.90015,51.8,0.0469899999882525,25.9
16864,Builder,1,1,3,tipe_a,781.0356653,0,0,"Akurdi,Lalitpur",77.32633,18.647126,91.1,0.11663999999924203,30.366666666666664
16866,Dealer,0,0,2,tipe_b,829.0749817000001,1,1,"Hiranandani Estate,Lalitpur",72.9815265,19.255098,79.5,0.0958900000057739,39.75
16867,Owner,0,0,2,tipe_b,851.1443162,1,1,,77.32633,12.852171,45.0,0.05287000000294427,22.5
16868,Dealer,0,0,2,tipe_b,1216.175129,1,1,"Whitefield,Bangalore",77.761394,12.9958935,80.0,0.06578000001182395,40.0
16869,Owner,0,0,2,tipe_b,1176.470588,1,1,"Danish Kunj Kolar Bawadia Road,Bhopal",77.41667,23.25,24.5,0.020825000004165,12.25
16870,Dealer,0,1,2,tipe_b,855.0256508,1,1,"Sector-77 Noida,Noida",77.390253,28.568096,45.0,0.05262999999812403,22.5
16871,Builder,0,0,2,tipe_b,1191.2150869999998,1,0,"Tripunithura,Kochi",76.36329649999999,9.952439,49.9,0.0418900000046759,24.95
16872,Owner,0,0,3,tipe_a,1176.470588,1,1,"Sector-34 Noida,Noida",77.32633,28.583704,120.0,0.10200000002040001,40.0
16873,Owner,0,0,2,tipe_b,880.0880087999999,1,1,"Pardi,Valsad",72.95,20.52,16.0,0.01818000000001818,8.0
16875,Dealer,0,0,3,tipe_a,1672.0,1,1,"Nipania,Indore",75.928572,22.760061,50.16,0.03,16.72
16876,Owner,0,0,2,tipe_b,699.844479,1,1,"Bhupatwala,Haridwar",77.32633,29.892311,18.0,0.025720000000171467,9.0
16878,Dealer,0,1,3,tipe_a,1842.04467,1,0,"Sector-81 Gurgaon,Gurgaon",76.946376,28.388225,160.0,0.08685999998034792,53.333333333333336
16879,Builder,0,1,3,tipe_a,1195.489968,1,0,"Undri,Pune",73.93104,18.452663,72.1,0.060310000025027385,24.03333333333333
16880,Dealer,0,0,1,selain tipe_a dan tipe_b,630.03663,1,1,"Sector 19 Ulwe,Mumbai",73.077321,19.049989,43.0,0.06825000000396803,43.0
16882,Dealer,0,0,2,tipe_b,1339.060131,1,1,"Sector 88 Faridabad,Faridabad",77.32633,28.431862,53.0,0.03958000001121682,26.5
16883,Owner,0,0,3,tipe_a,1518.026565,1,1,"Sector-62 Noida,Noida",77.3674,28.6221,80.0,0.05270000001613938,26.666666666666668
16885,Owner,0,0,3,tipe_a,930.1270417000002,1,1,"Gajanan Nagar Kothi Meena Bazaar Area,Agra",78.27282,27.254098,41.0,0.044080000002004016,13.666666666666666
16886,Owner,0,1,2,tipe_b,865.7301535,1,1,"Tapukara,Bhiwadi",77.32633,28.2102,26.5,0.030610000001576702,13.25
16888,Dealer,0,1,2,tipe_b,999.4332137,1,1,"Sarjapur Road,Bangalore",77.786,12.86,52.9,0.05292999999885835,26.45
16889,Builder,1,0,3,tipe_a,1222.727273,1,0,"Shankarpur,Durgapur",87.24367600000001,23.660741,26.9,0.021999999995092938,8.966666666666667
16891,Owner,0,0,1,selain tipe_a dan tipe_b,550.0550055,1,1,"Dilshad Plaza,Ghaziabad",77.329477,28.691929,10.0,0.01818000000001818,10.0
16892,Owner,0,0,3,tipe_a,1176.470588,1,1,"Jagatpura,Jaipur",75.841749,26.832353,62.0,0.05270000001054,20.666666666666668
16893,Dealer,1,0,2,tipe_b,923.1562661,1,1,"Mahalunge,Pune",73.753171,18.573994,53.7,0.05817000000104316,26.85
16895,Dealer,0,0,2,tipe_b,1020.199959,1,1,"Shingapura,Bangalore",77.535738,13.079758,50.0,0.04901000000922368,25.0
16896,Dealer,0,0,3,tipe_a,1281.229981,1,1,"Phulnakhara,Bhubaneswar",85.82806,20.26444,40.0,0.031219999994676992,13.333333333333334
16897,Dealer,0,1,2,tipe_b,800.0,1,1,"Tapukara,Bhiwadi",76.8606,28.2102,13.0,0.01625,6.5
16898,Owner,0,0,2,tipe_b,990.0990099,1,1,"Gunjan,Vapi",72.91401,20.390456,29.0,0.02929000000002929,14.5
16899,Dealer,0,0,1,selain tipe_a dan tipe_b,1176.470588,1,1,"Chhalera,Noida",77.32,28.57,17.2,0.014620000002924,17.2
16900,Dealer,0,1,3,tipe_a,1959.459459,1,1,"Zirakpur,Chandigarh",76.822397,30.662283,69.6,0.03552000000832883,23.2
16901,Owner,0,0,2,tipe_b,1176.470588,1,1,"Manglam City,Jaipur",75.86667,26.91667,8.5,0.007225000001445001,4.25
16902,Dealer,1,0,2,tipe_b,1284.246575,0,1,,77.32633,25.41667,60.0,0.04672000001245867,30.0
16903,Owner,0,0,2,tipe_b,684.1115102000001,1,1,"Balaji Nagar,Chennai",80.160441,12.981445,40.0,0.05846999999796231,20.0
16904,Owner,0,0,2,tipe_b,1176.470588,1,1,"Begampura,Aurangabad",75.3199,19.9011,28.0,0.023800000004760003,14.0
16905,Dealer,0,1,2,tipe_b,1238.938053,1,1,"Shalimar garden,Ghaziabad",77.334644,28.686091,33.6,0.027120000002130856,16.8
16909,Owner,0,0,2,tipe_b,1129.264777,1,1,"Katol Road,Nagpur",78.58,21.27,47.0,0.041619999983405126,23.5
16910,Owner,0,0,5,selain tipe_a dan tipe_b,1176.470588,1,1,"Khurda,Bhubaneswar",85.82806,20.26444,90.0,0.07650000001530001,18.0
